State,Month,TotalPrecipitation,AverageMinTemperature,AverageMaxTemperature,AverageRelativeHumidity
ORISSA,2004-09,9517.17493,23.85548,31.82523,0.81403
MIZORAM,2011-10,554.65474,18.53673,31.07611,0.86026
CHANDIGARH,2009-05,1.61533,26.33877,42.95190,0.18173
DAMAN AND DIU,2009-12,1.82304,24.23163,26.99485,0.58552
ANDAMAN AND NICOBAR ISLANDS,2007-08,258.69002,28.02155,29.68887,0.75738
JAMMU AND KASHMIR,2013-07,5932.12075,17.03431,26.47050,0.75480
WEST BENGAL,2006-05,2523.98896,27.09345,38.93917,0.55329
UTTAR PRADESH,2003-03,720.99999,16.13193,34.53894,0.28187
MAHARASHTRA,2007-03,25.32761,20.99028,36.55644,0.30401
MAHARASHTRA,2013-05,920.68755,27.17571,39.60650,0.39044
UTTARAKHAND,2001-10,1249.42169,16.73191,31.24162,0.37978
ANDHRA PRADESH,2003-09,2762.40138,24.33757,33.65177,0.67816
DADRA AND NAGAR HAVELI,2004-05,291.93991,27.91090,30.23474,0.72298
RAJASTHAN,2012-08,8306.77378,24.91718,32.59201,0.74131
GUJARAT,2001-03,104.15188,20.63062,34.54186,0.42667
GUJARAT,2001-06,9382.86645,27.29172,34.33301,0.67860
GUJARAT,2008-07,10145.33466,26.48338,31.53147,0.75360
JAMMU AND KASHMIR,2013-12,528.75771,-0.55409,11.86977,0.45448
MADHAYA PRADESH,2001-11,300.75105,12.80131,31.57064,0.36207
JHARKHAND,2004-11,729.36970,14.26106,28.17351,0.56667
NAGALAND,2010-12,226.56040,5.17121,18.67575,0.85230
KARNATAKA,2002-11,1774.39432,17.70436,29.37526,0.67864
KARNATAKA,2010-11,7034.03133,19.30175,27.04204,0.84118
KERALA,2003-03,1336.35171,25.28322,32.54403,0.70872
MIZORAM,2005-02,20.09068,13.30215,30.50687,0.52368
BIHAR,2011-11,1208.54226,15.46697,28.18793,0.65001
MEGHALAYA,2000-04,868.05359,18.74118,32.38480,0.60646
PUNJAB,2003-06,1870.70404,28.72233,45.76013,0.26487
GUJARAT,2007-09,6360.01335,25.34372,31.42436,0.78508
KARNATAKA,2006-08,8714.18274,20.98645,25.72046,0.86123
LAKSHADWEEP,2011-12,37.82444,26.89016,28.35174,0.68773
KARNATAKA,2005-07,12749.63150,21.68520,26.28375,0.84932
BIHAR,2007-05,3635.10957,28.12466,40.84221,0.40025
MIZORAM,2013-01,0.31414,5.82098,26.53310,0.72379
BIHAR,2004-12,1424.65816,11.88367,26.68003,0.51347
PUDUCHERRY,2000-09,192.44742,25.37232,35.61633,0.66265
PUDUCHERRY,2002-02,176.92367,21.49643,31.97491,0.72821
RAJASTHAN,2006-01,101.76729,8.38466,26.17372,0.32415
PUDUCHERRY,2007-11,283.85244,22.32060,30.77223,0.75619
HARYANA,2012-12,698.71468,9.63145,23.46301,0.49685
ORISSA,2005-04,877.57615,23.43529,40.60042,0.46721
MANIPUR,2010-11,90.13167,12.76002,26.00384,0.79054
MIZORAM,2007-11,147.48931,16.67642,28.82772,0.82146
NEW DELHI,2005-10,0.00114,17.30871,34.05594,0.37787
NEW DELHI,2013-03,1.19648,13.78065,31.30881,0.43644
MADHAYA PRADESH,2005-08,4766.49220,23.19059,30.93850,0.77735
MADHAYA PRADESH,2012-01,653.38057,9.18518,24.47940,0.52159
HIMACHAL PRADESH,2001-08,2003.40004,19.78515,30.73048,0.64211
DADRA AND NAGAR HAVELI,2000-01,86.42120,22.99216,27.50113,0.57236
ANDHRA PRADESH,2007-04,320.55024,24.50052,39.90228,0.51230
UTTAR PRADESH,2003-05,4053.26184,26.18697,43.58358,0.19156
UTTARAKHAND,2008-10,1891.30515,16.56302,27.54717,0.62512
TRIPURA,2004-07,2552.41394,24.60056,29.66599,0.91364
JAMMU AND KASHMIR,2005-03,3038.78819,3.73269,14.83777,0.69346
WEST BENGAL,2000-01,716.99116,12.09046,27.55028,0.46189
WEST BENGAL,2002-03,285.83690,20.25177,35.99052,0.43936
UTTAR PRADESH,2009-04,1906.51429,23.09113,40.70198,0.21329
ANDAMAN AND NICOBAR ISLANDS,2009-05,49.83599,29.20184,30.74113,0.76203
ARUNACHAL PRADESH,2003-12,332.72898,6.60965,18.91673,0.67389
KERALA,2012-01,219.59160,24.01764,28.50385,0.68982
ASSAM,2007-03,289.89088,13.92918,32.11824,0.46120
JHARKHAND,2008-09,4248.87826,23.63797,31.21973,0.81140
UTTARAKHAND,2002-05,1870.81937,23.40808,37.98576,0.24104
MADHAYA PRADESH,2004-10,2656.33013,17.54899,32.00281,0.53644
TAMILNADU,2000-12,3469.45217,18.58098,28.47377,0.71752
NAGALAND,2005-03,1080.45143,9.96271,21.19698,0.80482
KARNATAKA,2008-11,1911.27511,17.48415,28.65389,0.67231
RAJASTHAN,2009-07,8167.65812,27.59983,36.69538,0.59683
JHARKHAND,2005-03,201.35693,19.80744,35.21883,0.38414
HARYANA,2005-02,334.08900,9.72786,24.27673,0.54651
LAKSHADWEEP,2011-05,249.28893,28.84042,29.78390,0.75593
MANIPUR,2003-07,2214.29022,21.02887,28.03661,0.90232
JAMMU AND KASHMIR,2011-10,649.00164,7.60652,21.46861,0.42039
MADHAYA PRADESH,2007-07,17433.59696,24.19957,30.27959,0.80373
ANDHRA PRADESH,2007-07,4110.14613,25.60073,33.30058,0.68035
MIZORAM,2011-08,1421.80170,22.82497,30.43090,0.91515
LAKSHADWEEP,2006-08,532.16142,27.34352,28.30923,0.79408
HARYANA,2003-02,679.35465,9.78817,25.86199,0.54308
SIKKIM,2007-11,2.88992,12.89263,22.49283,0.48202
LAKSHADWEEP,2003-08,1079.09489,27.05313,28.06100,0.80007
NEW DELHI,2011-02,50.50450,9.44468,23.14468,0.67342
GOA,2006-12,0.00000,22.75618,32.02479,0.55185
DAMAN AND DIU,2003-05,2.55775,28.52500,30.16692,0.75758
NEW DELHI,2010-04,0.61340,23.60900,42.44893,0.13529
GOA,2003-11,31.61659,24.77378,32.98620,0.61172
ANDAMAN AND NICOBAR ISLANDS,2001-03,1.19599,27.54503,28.69623,0.77226
DADRA AND NAGAR HAVELI,2003-01,42.99431,23.68345,27.74616,0.59456
HIMACHAL PRADESH,2009-11,1724.29861,7.82013,20.92483,0.54266
ARUNACHAL PRADESH,2011-02,1167.29940,8.01189,18.94216,0.69469
WEST BENGAL,2001-09,6874.83798,25.09843,31.82526,0.84037
KARNATAKA,2000-10,5753.32900,19.53149,28.88990,0.77061
CHATISGARH,2002-12,102.56753,11.37129,30.50358,0.47146
JAMMU AND KASHMIR,2007-08,2312.69269,15.95104,27.86621,0.64669
WEST BENGAL,2008-09,5942.84705,25.11118,31.41282,0.83917
ARUNACHAL PRADESH,2010-07,8655.90348,19.87357,24.96355,0.92632
RAJASTHAN,2002-07,720.95622,28.22712,39.83933,0.44306
RAJASTHAN,2006-04,88.41713,21.62875,39.78621,0.16504
UTTARAKHAND,2005-03,478.54839,14.53038,28.73297,0.37278
TELANGANA,2000-10,494.84282,19.94648,33.91486,0.55616
TELANGANA,2001-02,0.40218,16.27873,35.87457,0.26613
JAMMU AND KASHMIR,2002-11,467.80847,2.92285,17.90984,0.34173
RAJASTHAN,2011-02,354.50044,12.00562,27.41417,0.44250
UTTARAKHAND,2008-08,6222.95260,21.60485,28.03988,0.86129
DADRA AND NAGAR HAVELI,2002-08,540.93132,26.65368,27.34381,0.86663
LAKSHADWEEP,2003-07,1063.63132,27.43397,28.31158,0.80434
GUJARAT,2012-10,2359.67318,23.48612,33.48014,0.55355
WEST BENGAL,2003-10,6481.98928,22.66947,29.86914,0.82339
BIHAR,2005-06,4720.43747,29.69816,43.07561,0.35898
KARNATAKA,2002-01,189.24011,15.98530,30.47442,0.53540
MIZORAM,2012-10,1662.77945,19.49399,29.95263,0.89267
PUNJAB,2005-06,2084.48864,28.87496,44.47758,0.27133
GUJARAT,2010-01,216.82794,16.53966,29.40741,0.42418
TELANGANA,2005-03,44.69696,21.04393,38.19183,0.30905
TELANGANA,2011-08,3341.74987,22.65767,29.19366,0.81930
SIKKIM,2002-11,2.13203,12.14638,22.13557,0.51830
BIHAR,2009-11,3435.31911,16.34007,28.57415,0.59642
JHARKHAND,2006-08,6814.08332,24.36379,30.12682,0.84360
NEW DELHI,2012-03,0.08411,11.32361,31.73003,0.29062
CHANDIGARH,2011-02,132.63761,7.77850,21.16954,0.68330
ORISSA,2006-08,19663.51289,24.02932,29.06921,0.85364
NEW DELHI,2003-12,19.90414,9.29984,22.08397,0.54643
DADRA AND NAGAR HAVELI,2000-10,179.43392,27.20081,29.84268,0.73524
ANDAMAN AND NICOBAR ISLANDS,2011-08,204.13284,27.77519,29.63861,0.75131
JAMMU AND KASHMIR,2000-07,2936.57058,16.74652,29.49768,0.57560
UTTARAKHAND,2013-06,4135.13242,22.63581,32.07435,0.65029
JHARKHAND,2001-03,172.79099,17.98857,35.01073,0.30223
TELANGANA,2005-11,30.78936,14.30420,27.70655,0.62156
TELANGANA,2006-05,147.54182,28.01773,41.32049,0.33684
ANDAMAN AND NICOBAR ISLANDS,2011-10,363.21072,27.66765,29.25810,0.75238
SIKKIM,2013-07,996.52173,19.36377,24.58998,0.77734
ORISSA,2004-07,14309.34207,25.18997,31.86773,0.78866
GUJARAT,2001-10,3974.59733,23.87610,35.39051,0.53720
TRIPURA,2002-03,188.04333,17.51896,35.13473,0.46165
TRIPURA,2004-11,5.76296,14.85947,27.76649,0.77443
KARNATAKA,2009-04,605.38209,22.39522,38.04165,0.47788
ORISSA,2006-07,13961.50255,25.13943,31.14297,0.77807
MADHAYA PRADESH,2013-09,5727.46012,21.89125,31.19390,0.77379
MEGHALAYA,2009-09,1881.82350,22.63032,29.48073,0.88394
UTTARAKHAND,2005-05,1219.65115,21.49498,35.70314,0.26801
MEGHALAYA,2012-12,77.60340,12.25026,25.92547,0.69846
BIHAR,2000-11,1774.07734,15.08216,30.75981,0.48360
SIKKIM,2004-02,0.00000,8.16867,19.64772,0.33373
KERALA,2004-12,350.06675,22.95728,30.61952,0.67525
GUJARAT,2010-05,4077.96009,27.55646,39.87863,0.50471
WEST BENGAL,2005-04,893.68827,24.49139,39.83702,0.43345
ASSAM,2000-06,11069.44571,23.59050,31.90793,0.85367
CHANDIGARH,2001-03,1.53036,11.15819,33.16803,0.19360
CHANDIGARH,2002-09,34.26018,21.48680,35.51040,0.52646
KARNATAKA,2007-07,12264.83336,21.84931,26.00934,0.86539
BIHAR,2005-10,4360.76064,20.88211,30.78492,0.73497
MAHARASHTRA,2003-08,14672.97065,23.24777,28.14739,0.84253
HARYANA,2009-01,307.26183,8.98938,23.03568,0.60496
NEW DELHI,2008-10,3.36800,19.59613,34.65194,0.49907
GOA,2000-07,2156.48622,24.33023,26.41697,0.87343
HIMACHAL PRADESH,2010-10,1030.83262,13.68789,24.99217,0.56425
HIMACHAL PRADESH,2007-05,1341.47616,19.98572,32.79594,0.36450
HIMACHAL PRADESH,2002-02,823.74757,5.33161,18.13790,0.50488
ANDAMAN AND NICOBAR ISLANDS,2010-09,239.62826,28.02107,29.44380,0.76122
UTTARAKHAND,2008-09,3623.14539,19.29779,27.99492,0.77662
TRIPURA,2005-09,1367.75135,24.46063,31.99389,0.87026
JAMMU AND KASHMIR,2003-03,2751.20996,2.77031,14.73688,0.64106
WEST BENGAL,2008-10,3562.21468,21.59531,31.05314,0.75904
UTTAR PRADESH,2004-03,451.29667,16.89099,37.17239,0.23293
DADRA AND NAGAR HAVELI,2009-11,298.23103,25.43567,28.26820,0.70355
ANDHRA PRADESH,2007-12,492.54826,17.78498,29.82475,0.65606
RAJASTHAN,2011-05,266.97960,27.20232,42.91647,0.25819
UTTARAKHAND,2009-06,1740.97764,23.68691,37.94895,0.30814
ASSAM,2005-01,189.20918,8.15629,24.65307,0.68529
MADHAYA PRADESH,2000-09,3528.89741,21.62386,33.58504,0.62539
KARNATAKA,2000-03,58.79988,18.39991,35.61813,0.39242
ANDHRA PRADESH,2004-08,965.36382,24.84903,33.47710,0.63075
ASSAM,2003-06,13706.13163,23.50369,32.76266,0.81030
KERALA,2001-11,3987.39750,24.39585,29.63172,0.78850
CHATISGARH,2002-01,118.64669,10.68411,28.74300,0.46657
KERALA,2008-08,7626.85813,24.60480,28.27870,0.83416
JHARKHAND,2010-04,599.59861,24.25727,42.63990,0.29405
SIKKIM,2006-02,0.10686,10.49882,22.96104,0.37535
ASSAM,2004-04,7088.91475,19.13901,29.61401,0.77845
LADAKH,2001-08,4.36449,1.62958,13.89992,0.43619
MIZORAM,2009-04,229.05004,20.87673,35.70719,0.55672
ORISSA,2004-01,674.94130,13.08222,27.23063,0.62375
LAKSHADWEEP,2010-08,739.75758,26.52055,27.16419,0.84194
TRIPURA,2011-01,22.22901,11.45422,25.08276,0.67446
HARYANA,2005-07,3523.14600,27.24927,35.93633,0.62491
TRIPURA,2005-10,704.45255,21.61810,29.35610,0.88368
NEW DELHI,2010-07,369.53799,27.94506,36.71703,0.62342
DADRA AND NAGAR HAVELI,2002-12,131.36561,24.97374,27.98842,0.59481
MADHAYA PRADESH,2006-12,166.08996,11.58861,28.82646,0.44133
HIMACHAL PRADESH,2009-02,393.66618,5.80414,19.03884,0.58470
ANDAMAN AND NICOBAR ISLANDS,2008-11,309.65566,27.60510,28.58183,0.76674
UTTAR PRADESH,2005-06,8616.93071,30.02178,43.81043,0.28367
ANDAMAN AND NICOBAR ISLANDS,2013-12,336.32804,25.83997,26.75371,0.74586
ARUNACHAL PRADESH,2005-10,1916.05447,14.46730,24.77982,0.74004
UTTAR PRADESH,2004-05,4528.58594,27.70831,43.77212,0.23550
KERALA,2005-08,5456.73630,24.59818,28.02668,0.84325
TELANGANA,2013-11,237.14137,16.02171,27.84582,0.67033
LADAKH,2012-10,104.48342,-8.85574,-0.12463,0.66234
UTTAR PRADESH,2007-06,8806.26800,30.20935,41.45634,0.42219
MEGHALAYA,2012-09,3953.74102,23.65170,29.02214,0.90017
TRIPURA,2013-06,2758.83323,25.55027,30.43252,0.90081
KERALA,2006-10,9164.52658,24.66104,28.90303,0.82584
NAGALAND,2010-02,81.48595,4.76695,21.21453,0.74856
ORISSA,2012-10,3920.02790,18.73315,30.77697,0.71361
TAMILNADU,2009-10,4956.13378,22.96594,32.40411,0.69154
UTTARAKHAND,2008-03,592.64152,15.07057,30.57363,0.26886
SIKKIM,2002-03,0.32272,13.26473,25.21758,0.25656
CHATISGARH,2013-12,34.01423,9.83088,27.57276,0.54920
ANDHRA PRADESH,2005-10,5822.69376,22.92229,29.35858,0.86101
ASSAM,2000-02,221.60742,7.79536,25.67639,0.50198
TRIPURA,2000-09,1907.39962,23.70244,30.15969,0.90492
ASSAM,2000-08,13644.33588,23.93221,31.50561,0.87289
SIKKIM,2005-07,94.47728,21.04496,28.31308,0.69958
SIKKIM,2005-05,11.95965,17.33597,29.13221,0.38047
DAMAN AND DIU,2007-01,0.25921,23.05118,26.19577,0.55475
CHANDIGARH,2004-02,2.14233,8.19693,26.97941,0.38075
CHANDIGARH,2009-07,244.43034,28.42010,40.05329,0.50562
DAMAN AND DIU,2008-02,1.09177,21.39269,24.67667,0.54103
NEW DELHI,2007-10,1.21937,16.08797,34.98061,0.26282
DAMAN AND DIU,2005-10,4.96788,27.33645,29.66331,0.67430
DAMAN AND DIU,2013-03,0.01030,25.23979,27.50287,0.62273
GOA,2012-12,5.82275,25.08889,30.18666,0.59112
GOA,2004-09,651.41635,24.40358,28.63958,0.83002
HIMACHAL PRADESH,2008-10,1321.79642,14.14007,25.82599,0.48227
DADRA AND NAGAR HAVELI,2013-07,884.13227,27.07329,27.58026,0.85341
HIMACHAL PRADESH,2003-10,856.13470,12.52518,26.77315,0.31929
KARNATAKA,2007-04,2123.03511,22.54433,37.38138,0.51247
LADAKH,2013-05,240.47184,-5.65798,3.26731,0.81702
ARUNACHAL PRADESH,2005-05,1934.87641,15.15763,25.89256,0.71290
UTTAR PRADESH,2011-03,592.24468,15.69334,34.23690,0.35422
CHATISGARH,2000-10,263.87610,18.43487,35.12288,0.50433
ANDAMAN AND NICOBAR ISLANDS,2003-12,104.84526,26.61790,27.38787,0.76920
RAJASTHAN,2003-07,18377.43574,26.75330,34.28649,0.70103
NAGALAND,2012-04,1603.16715,11.69410,23.02904,0.83737
GUJARAT,2001-05,3568.01679,27.04875,38.01142,0.55158
MIZORAM,2001-03,54.00524,16.67315,34.17007,0.38146
CHATISGARH,2006-07,5104.64505,24.19161,30.33588,0.78300
JHARKHAND,2004-02,111.73540,12.52742,28.37339,0.43167
TAMILNADU,2004-01,1084.54349,19.03457,30.59983,0.69719
MIZORAM,2011-09,806.98935,22.25679,32.15853,0.88609
ASSAM,2009-04,2262.63297,20.23363,34.20406,0.61995
BIHAR,2011-07,14721.46207,25.59812,31.55185,0.83594
ASSAM,2001-12,268.43434,9.53127,25.23418,0.73476
ORISSA,2013-10,12586.38507,21.31565,29.09349,0.83771
ORISSA,2001-12,820.18007,12.17146,28.56749,0.57516
CHANDIGARH,2004-05,0.42915,25.50768,42.88132,0.14982
GOA,2002-04,1.32179,24.52405,32.99512,0.73359
NEW DELHI,2001-12,0.00000,8.24055,24.80200,0.36015
GOA,2013-10,493.07328,25.65645,29.07656,0.79671
ARUNACHAL PRADESH,2008-04,1951.75123,14.50912,25.56126,0.65918
ANDAMAN AND NICOBAR ISLANDS,2000-01,273.86439,25.88471,26.63126,0.78024
MEGHALAYA,2004-07,6015.75785,22.99596,27.40029,0.92631
JAMMU AND KASHMIR,2008-09,986.25219,12.02959,26.79012,0.48407
CHATISGARH,2006-05,198.05227,26.93434,42.95146,0.30645
UTTARAKHAND,2010-03,187.30374,13.85278,30.32302,0.45216
HARYANA,2012-04,1163.48785,20.95886,36.96585,0.34105
BIHAR,2005-01,905.08137,10.90948,24.91211,0.54761
LAKSHADWEEP,2000-10,562.34754,27.16129,28.36997,0.79141
TRIPURA,2008-01,125.31510,11.75315,25.14158,0.71052
KERALA,2004-06,9353.51034,24.84887,27.51487,0.85193
MAHARASHTRA,2010-01,441.17030,15.82485,28.82559,0.44735
TELANGANA,2009-06,1016.15306,27.52562,38.16268,0.44258
PUDUCHERRY,2013-01,73.51054,19.57987,31.65819,0.71264
BIHAR,2011-03,332.61624,17.91302,34.90825,0.33450
SIKKIM,2003-03,1.61018,11.53152,23.05994,0.31526
CHATISGARH,2003-03,144.07214,18.73586,37.09038,0.29457
GUJARAT,2012-05,545.93156,26.29112,37.63422,0.54681
MAHARASHTRA,2000-06,10839.04206,25.16625,33.09560,0.65062
MIZORAM,2006-02,2.57249,13.63915,32.00041,0.49481
MIZORAM,2011-04,173.05841,19.02395,35.04948,0.65690
ASSAM,2012-12,936.89132,11.70660,24.74173,0.79129
PUNJAB,2004-01,581.66602,7.40487,21.71091,0.56662
GUJARAT,2011-06,5242.84612,28.14513,35.02680,0.66133
ASSAM,2005-05,3133.55423,20.19293,33.91754,0.66828
SIKKIM,2004-12,0.00000,7.25090,18.69673,0.45163
KARNATAKA,2006-01,201.01356,16.00129,30.51902,0.52974
MIZORAM,2011-03,157.18545,15.27930,34.45993,0.59727
SIKKIM,2003-08,144.41272,21.01465,27.92660,0.74912
NEW DELHI,2013-01,14.47478,5.22710,19.72194,0.57045
NEW DELHI,2013-10,11.44581,19.61665,32.45006,0.52368
NEW DELHI,2000-09,6.33173,23.86623,38.09360,0.41589
ARUNACHAL PRADESH,2003-01,443.34529,5.44059,18.72915,0.62886
HIMACHAL PRADESH,2000-02,851.49358,3.42248,15.57215,0.50009
DADRA AND NAGAR HAVELI,2001-06,565.10672,27.47033,28.76553,0.82206
MEGHALAYA,2002-04,492.44708,19.47803,31.94788,0.65297
MEGHALAYA,2002-09,1751.09182,21.95561,29.97893,0.85322
UTTARAKHAND,2006-05,1039.54811,23.90905,37.15764,0.32583
LADAKH,2012-03,117.57947,-22.26695,-5.45534,0.81513
ANDHRA PRADESH,2010-06,1230.27547,27.21360,36.94742,0.55948
TRIPURA,2012-03,51.29242,19.14562,35.50769,0.52225
UTTAR PRADESH,2009-06,8453.12968,30.23209,44.28735,0.26099
ANDAMAN AND NICOBAR ISLANDS,2010-07,165.62528,28.33087,30.03239,0.74306
JHARKHAND,2002-10,1931.23102,19.33470,30.64957,0.70404
RAJASTHAN,2006-03,620.60127,15.79760,32.94411,0.26941
KERALA,2006-06,7611.58984,25.19161,29.05519,0.80998
MADHAYA PRADESH,2013-12,204.72864,10.22571,26.76447,0.50016
ASSAM,2013-05,22711.06101,21.46635,28.00044,0.90961
LADAKH,2003-06,34.11770,-1.04897,9.69112,0.50725
PUNJAB,2000-10,884.41796,16.88076,37.72677,0.26344
MIZORAM,2012-01,11.08074,7.84924,26.26334,0.72243
CHATISGARH,2011-05,162.26165,26.77131,43.75551,0.26248
PUNJAB,2006-02,95.42785,11.65915,30.97385,0.39072
SIKKIM,2011-12,3.16372,5.40780,16.33969,0.45517
SIKKIM,2008-08,732.35344,20.89750,26.80034,0.77366
BIHAR,2010-04,1425.01095,25.14005,43.03475,0.28538
PUNJAB,2007-05,1214.05940,27.10637,42.95295,0.26604
LADAKH,2007-06,49.84704,-1.51128,5.07067,0.86271
MIZORAM,2009-09,907.16531,22.41279,31.24552,0.89262
NEW DELHI,2011-11,0.00343,13.02187,29.11413,0.46303
GOA,2007-07,2768.26029,25.31448,26.97306,0.87479
HIMACHAL PRADESH,2006-04,449.21481,14.89113,29.09014,0.34283
HIMACHAL PRADESH,2000-07,3100.17477,20.13234,29.69970,0.70466
HIMACHAL PRADESH,2013-04,950.22937,15.39604,29.51059,0.44804
MADHAYA PRADESH,2012-08,20717.69326,22.76946,27.75084,0.90361
MEGHALAYA,2012-03,14.02688,16.70379,32.80797,0.41345
JAMMU AND KASHMIR,2006-07,3420.39822,16.85420,28.72310,0.60003
UTTARAKHAND,2002-06,1799.13066,24.26689,37.33936,0.35260
ANDHRA PRADESH,2005-02,113.25995,18.32280,34.80569,0.52918
ARUNACHAL PRADESH,2009-02,698.90872,7.97809,20.55951,0.75425
ANDAMAN AND NICOBAR ISLANDS,2005-05,39.60032,29.61281,30.85419,0.76385
KERALA,2000-10,6733.72332,24.26610,28.75187,0.81891
GUJARAT,2002-10,2554.50930,23.04188,36.71057,0.44208
MADHAYA PRADESH,2007-09,8795.06715,22.70768,30.85827,0.81108
RAJASTHAN,2011-09,8322.94526,23.18888,30.75675,0.79546
ASSAM,2013-07,39793.23303,24.28302,29.17039,0.94077
TAMILNADU,2003-06,5753.77926,25.54016,35.15688,0.62046
UTTAR PRADESH,2002-08,20121.16185,26.43131,34.93787,0.70350
TRIPURA,2009-08,1834.57226,24.85958,30.36009,0.91247
TRIPURA,2010-06,1809.06264,25.04650,30.49683,0.90815
NAGALAND,2000-03,364.44226,7.23211,21.59773,0.63253
TELANGANA,2011-07,2403.78751,23.60778,31.58032,0.70261
CHATISGARH,2005-03,97.81099,19.14368,37.61926,0.30610
MAHARASHTRA,2010-07,17949.60957,23.64570,28.37088,0.84288
ORISSA,2008-02,802.71892,15.60514,29.46148,0.57904
NAGALAND,2004-10,1510.98384,11.57640,22.63850,0.87855
PUDUCHERRY,2010-08,391.97838,25.62269,35.51031,0.65760
WEST BENGAL,2012-11,1373.50204,16.42364,27.95210,0.56115
TELANGANA,2009-05,220.52793,28.70958,42.91459,0.26660
ORISSA,2000-08,12441.69302,24.60451,31.24048,0.79997
LAKSHADWEEP,2008-05,443.95069,28.23735,29.74716,0.78584
PUNJAB,2009-12,714.00286,8.09185,22.80799,0.56150
NEW DELHI,2008-08,388.72518,25.78726,32.92029,0.75874
ARUNACHAL PRADESH,2003-06,7040.06371,19.14781,27.12138,0.82613
ARUNACHAL PRADESH,2004-06,6987.69726,18.77519,25.75748,0.86629
ARUNACHAL PRADESH,2010-04,6459.50197,14.47452,22.39434,0.87143
UTTARAKHAND,2007-01,330.89747,7.77432,22.51261,0.32013
ANDHRA PRADESH,2006-10,2324.84998,22.21211,32.65899,0.71174
DADRA AND NAGAR HAVELI,2000-11,182.77900,26.37553,29.33820,0.56863
MEGHALAYA,2013-06,2938.64073,24.28279,30.14455,0.87464
GUJARAT,2006-05,2204.99571,26.99705,39.05549,0.52217
JAMMU AND KASHMIR,2004-01,2440.59991,-1.39558,8.09121,0.68802
ANDAMAN AND NICOBAR ISLANDS,2007-11,188.82973,27.32920,28.33567,0.74925
MADHAYA PRADESH,2007-10,797.73289,16.24477,32.89308,0.44721
JHARKHAND,2003-09,6542.59466,24.18244,30.22898,0.86883
LAKSHADWEEP,2012-01,22.04990,26.33194,27.60216,0.69350
PUNJAB,2007-03,723.07862,12.47347,28.57182,0.56300
TAMILNADU,2010-03,384.07709,20.98412,36.70112,0.56093
BIHAR,2011-02,291.96962,12.08061,27.66067,0.53776
NAGALAND,2000-12,8.23202,3.31617,19.40039,0.78736
KARNATAKA,2001-11,2273.10011,18.35922,29.15134,0.68517
ORISSA,2009-08,13030.13170,24.91967,31.32521,0.81265
ORISSA,2010-12,3136.63944,13.87775,25.98627,0.65104
RAJASTHAN,2011-11,181.69446,15.27703,31.30396,0.37915
KERALA,2010-11,3996.40197,24.19995,28.48115,0.82431
PUNJAB,2001-05,1363.65093,27.06281,44.04328,0.24555
MANIPUR,2007-01,13.14926,5.95495,23.29626,0.64885
UTTAR PRADESH,2009-12,2628.66463,10.18482,23.95757,0.60185
TELANGANA,2003-05,0.54465,28.24131,42.96198,0.21729
ORISSA,2009-03,193.89385,18.33144,38.60079,0.41537
NAGALAND,2009-11,367.21630,9.97108,21.12121,0.88294
SIKKIM,2009-10,127.97958,17.03635,25.54478,0.60396
WEST BENGAL,2012-12,839.64459,12.91259,27.18956,0.47701
MAHARASHTRA,2007-07,15130.38302,23.81332,28.92092,0.81003
LAKSHADWEEP,2013-10,314.77892,27.15161,28.17142,0.77458
PUNJAB,2000-11,952.46482,13.16812,29.95691,0.31239
NEW DELHI,2001-06,53.79010,29.51873,41.69343,0.36269
RAJASTHAN,2011-10,190.65693,18.57124,33.89185,0.38481
KERALA,2003-08,9814.12163,24.54652,27.42233,0.85923
ORISSA,2009-05,2926.59361,25.43242,41.67689,0.51035
PUNJAB,2012-12,714.70334,9.64177,22.68855,0.54630
MANIPUR,2007-02,196.94453,8.95978,23.08584,0.70516
DAMAN AND DIU,2013-08,1102.13306,27.15605,27.79719,0.81771
GOA,2012-10,291.87926,26.11056,30.20600,0.70680
DADRA AND NAGAR HAVELI,2007-03,5.52034,25.79313,28.67577,0.61056
ARUNACHAL PRADESH,2011-05,4105.92011,16.26745,25.64012,0.79003
JAMMU AND KASHMIR,2012-03,835.80814,2.13872,16.00570,0.52643
ANDHRA PRADESH,2003-01,64.13419,16.04050,31.08894,0.63485
WEST BENGAL,2005-01,530.54717,12.87483,26.72504,0.55364
ANDAMAN AND NICOBAR ISLANDS,2012-11,175.70180,27.03320,28.19947,0.74116
TAMILNADU,2006-10,16090.46545,23.14895,30.43384,0.78443
DADRA AND NAGAR HAVELI,2000-08,635.10517,26.64116,27.68429,0.85184
TAMILNADU,2011-11,7633.94981,20.11541,27.78511,0.82827
CHATISGARH,2008-10,901.76716,19.13389,32.88382,0.62098
MAHARASHTRA,2000-11,579.31512,16.52026,32.15244,0.40684
UTTARAKHAND,2006-08,3371.65707,22.11383,30.69800,0.73167
MIZORAM,2004-06,759.01680,22.66061,31.55934,0.85318
TRIPURA,2000-12,0.00000,10.68327,25.11963,0.71843
GUJARAT,2009-07,13622.45082,26.61588,30.85705,0.80471
MAHARASHTRA,2013-09,11312.42464,22.20555,28.66070,0.85106
TELANGANA,2004-08,1063.39405,22.80505,30.28032,0.72227
TAMILNADU,2008-03,12074.40272,21.59360,31.55386,0.70627
MADHAYA PRADESH,2009-12,627.36494,12.79162,26.49339,0.57241
